#ZeropointFile: y3a1_fgcm_all_v2_5_full_redux.fits
#AtmosphereFile: y3a1_fgcm_all_v2_5_atmospheres_StdAtm.fits
#FGCMVersion: 0.12.1
NVAR: 15
VARNAMES: ROW DES_SNID MJD EXPNUM PHASE zHD BAND MAGCOR FRACNEGFLUX FLUXCAL_MODEL CCDNUM FULL_CORRs gFlux rFlux iFlux zFlux
ROW: 1329166-57331.216-i 1329166 57331.216 489974 23.461 0.732 i +1.048e-04 0.000e+0 +2.026e+01 57 1 0.0 12.4835729599 20.264881134 24.7745513916
ROW: 1329166-57331.242-z 1329166 57331.242 489981 23.488 0.732 z +7.870e-03 0.000e+0 +2.477e+01 57 1 0.0 12.4835729599 20.264881134 24.7745513916
ROW: 1329166-57339.131-r 1329166 57339.131 492463 31.379 0.732 r -1.252e-07 0.000e+0 +5.906e+00 57 0 0.0 5.90581464767 13.0497970581 18.9823646545
ROW: 1329166-57339.210-i 1329166 57339.210 492491 31.457 0.732 i +6.350e-04 0.000e+0 +1.305e+01 57 0 0.0 5.90581464767 13.0497970581 18.9823646545
ROW: 1329166-57339.236-z 1329166 57339.236 492498 31.480 0.732 z +6.688e-03 0.000e+0 +1.898e+01 57 1 0.0 5.90581464767 13.0497970581 18.9823646545
ROW: 1329166-57345.263-r 1329166 57345.263 494705 37.508 0.732 r -1.252e-07 2.975e-03 +4.061e+00 57 0 0.0 4.06088161469 9.43259334564 18.9823646545
ROW: 1329166-57345.286-i 1329166 57345.286 494714 37.531 0.732 i +2.500e-03 0.000e+0 +9.433e+00 57 1 0.0 4.06088161469 9.43259334564 18.9823646545
ROW: 1329166-57355.253-z 1329166 57355.253 497373 47.500 0.732 z +2.921e-03 0.000e+0 +1.175e+01 57 1 0.0 2.53850626945 5.70213937759 11.7451486588
ROW: 1329166-57356.081-r 1329166 57356.081 497730 48.328 0.732 r -1.347e-03 1.160e-01 +2.539e+00 57 1 0.0 2.53850626945 5.70213937759 11.7451486588
ROW: 1329166-57356.146-i 1329166 57356.146 497754 48.391 0.732 i +0.000e+00 0.000e+0 +5.702e+00 57 1 0.0 2.53850626945 5.70213937759 11.7451486588
ROW: 1329166-57359.222-z 1329166 57359.222 498780 51.469 0.732 z +3.199e-03 0.000e+0 +1.031e+01 57 1 0.0 2.53850626945 5.70213937759 10.3148880005
ROW: 1329166-57365.138-z 1329166 57365.138 500493 57.383 0.732 z -1.410e-02 0.000e+0 +8.418e+00 57 1 0.0 2.00953435898 4.21301031113 8.41834640503
ROW: 1329166-57365.205-r 1329166 57365.205 500514 57.449 0.732 r -1.556e-03 2.240e-01 +2.010e+00 57 1 0.0 2.00953435898 4.21301031113 8.41834640503
ROW: 1329166-57365.223-i 1329166 57365.223 500518 57.469 0.732 i +5.616e-03 0.000e+0 +4.213e+00 57 1 0.0 2.00953435898 4.21301031113 8.41834640503
ROW: 1329166-57372.138-r 1329166 57372.138 502345 64.383 0.732 r -2.523e-04 1.874e-01 +1.771e+00 57 1 0.0 1.77051353455 3.58200335503 6.87391376495
ROW: 1329166-57372.153-i 1329166 57372.153 502349 64.398 0.732 i +3.858e-03 0.000e+0 +3.582e+00 57 1 0.0 1.77051353455 3.58200335503 6.87391376495
ROW: 1329166-57372.184-z 1329166 57372.184 502357 64.430 0.732 z -8.159e-03 0.000e+0 +6.874e+00 57 1 0.0 1.77051353455 3.58200335503 6.87391376495
ROW: 1329166-57378.042-r 1329166 57378.042 504999 70.289 0.732 r +0.000e+00 1.027e-01 +1.614e+00 57 0 0.0 1.61355304718 3.58200335503 6.87391376495
ROW: 1329166-57385.172-r 1329166 57385.172 506686 77.418 0.732 r -3.599e-03 5.779e-02 +1.389e+00 57 1 0.0 1.38920521736 2.86204528809 5.13224363327
ROW: 1329166-57276.324-r 1329166 57276.324 473609 -31.430 0.732 r +0.000e+00 1.809e+00 +0.000e+00 57 1 0.0 0.0 0.212209284306 0.504284083843
ROW: 1329166-57277.332-z 1329166 57277.332 473989 -30.422 0.732 z -1.098e-03 7.521e-04 +5.043e-01 57 1 0.0 0.0 0.212209284306 0.504284083843
ROW: 1329166-57277.368-i 1329166 57277.368 473999 -30.387 0.732 i +0.000e+00 1.274e-01 +2.122e-01 57 1 0.0 0.0 0.212209284306 0.504284083843
ROW: 1329166-57387.107-i 1329166 57387.107 507089 79.352 0.732 i +0.000e+00 0.000e+0 +2.862e+00 57 0 0.0 1.38920521736 2.86204528809 5.13224363327
ROW: 1329166-57387.130-z 1329166 57387.130 507095 79.375 0.732 z -1.133e-03 0.000e+0 +5.132e+00 57 0 0.0 1.38920521736 2.86204528809 5.13224363327
ROW: 1329166-57389.163-r 1329166 57389.163 507775 81.410 0.732 r +0.000e+00 9.442e-02 +1.258e+00 57 1 0.0 1.25775337219 2.72674393654 5.13224363327
ROW: 1329166-57391.171-i 1329166 57391.171 508376 83.418 0.732 i +0.000e+00 0.000e+0 +2.727e+00 57 1 0.0 1.25775337219 2.72674393654 4.70708560944
ROW: 1329166-57394.096-z 1329166 57394.096 508818 86.344 0.732 z -1.424e-03 0.000e+0 +4.707e+00 57 0 0.0 1.25775337219 2.72674393654 4.70708560944
ROW: 1330426-57297.174-g 1330426 57297.174 481002 -18.586 0.259 g -1.240e-07 1.781e-02 +5.428e+01 15 0 54.2819480896 64.6378707886 58.3567428589 0.0
ROW: 1330426-57297.176-r 1330426 57297.176 481003 -18.586 0.259 r +8.693e-04 0.000e+0 +6.464e+01 15 1 54.2819480896 64.6378707886 58.3567428589 0.0
ROW: 1330426-57297.178-i 1330426 57297.178 481004 -18.582 0.259 i +2.600e-03 0.000e+0 +5.836e+01 15 1 54.2819480896 64.6378707886 58.3567428589 0.0
ROW: 1330426-57302.291-g 1330426 57302.291 482460 -13.473 0.259 g -4.611e-03 0.000e+0 +2.163e+02 15 1 216.348220825 221.795822144 184.380645752 0.0
ROW: 1330426-57302.293-r 1330426 57302.293 482461 -13.469 0.259 r +5.510e-05 0.000e+0 +2.218e+02 15 1 216.348220825 221.795822144 184.380645752 0.0
ROW: 1330426-57302.295-i 1330426 57302.295 482462 -13.465 0.259 i +1.480e-03 0.000e+0 +1.844e+02 15 1 216.348220825 221.795822144 184.380645752 0.0
ROW: 1330426-57311.256-g 1330426 57311.256 484569 -4.504 0.259 g -2.647e-03 0.000e+0 +4.474e+02 15 1 447.414978027 441.206451416 368.103179932 0.0
ROW: 1330426-57311.259-r 1330426 57311.259 484570 -4.504 0.259 r +6.194e-04 0.000e+0 +4.412e+02 15 1 447.414978027 441.206451416 368.103179932 0.0
ROW: 1330426-57311.261-i 1330426 57311.261 484571 -4.500 0.259 i +3.326e-03 0.000e+0 +3.681e+02 15 1 447.414978027 441.206451416 368.103179932 0.0
ROW: 1330426-57315.260-g 1330426 57315.260 485852 -0.500 0.259 g -1.240e-07 0.000e+0 +4.435e+02 15 0 443.462249756 464.670593262 397.768127441 0.0
ROW: 1330426-57315.263-r 1330426 57315.263 485853 -0.500 0.259 r -1.240e-07 0.000e+0 +4.647e+02 15 0 443.462249756 464.670593262 397.768127441 0.0
ROW: 1330426-57315.265-i 1330426 57315.265 485854 -0.496 0.259 i -3.586e-04 0.000e+0 +3.978e+02 15 0 443.462249756 464.670593262 397.768127441 0.0
ROW: 1330426-57317.170-g 1330426 57317.170 486365 1.410 0.259 g -2.043e-03 0.000e+0 +4.240e+02 15 1 424.037536621 464.417907715 404.818145752 0.0
ROW: 1330426-57317.172-r 1330426 57317.172 486366 1.410 0.259 r +7.630e-04 0.000e+0 +4.644e+02 15 1 424.037536621 464.417907715 404.818145752 0.0
ROW: 1330426-57317.174-i 1330426 57317.174 486367 1.414 0.259 i +4.081e-03 0.000e+0 +4.048e+02 15 1 424.037536621 464.417907715 404.818145752 0.0
ROW: 1330426-57325.198-g 1330426 57325.198 488484 9.438 0.259 g -6.529e-03 0.000e+0 +3.083e+02 15 1 308.250854492 404.846466064 346.785217285 0.0
ROW: 1330426-57325.200-r 1330426 57325.200 488485 9.438 0.259 r +4.129e-04 0.000e+0 +4.048e+02 15 1 308.250854492 404.846466064 346.785217285 0.0
ROW: 1330426-57325.202-i 1330426 57325.202 488486 9.441 0.259 i +4.394e-03 0.000e+0 +3.468e+02 15 1 308.250854492 404.846466064 346.785217285 0.0
ROW: 1330426-57329.225-g 1330426 57329.225 489493 13.465 0.259 g -1.240e-07 0.000e+0 +2.446e+02 15 0 244.596847534 351.524963379 285.667999268 0.0
ROW: 1330426-57329.227-r 1330426 57329.227 489494 13.465 0.259 r -5.796e-04 0.000e+0 +3.515e+02 15 1 244.596847534 351.524963379 285.667999268 0.0
ROW: 1330426-57329.229-i 1330426 57329.229 489495 13.469 0.259 i +2.808e-03 0.000e+0 +2.857e+02 15 1 244.596847534 351.524963379 285.667999268 0.0
ROW: 1330426-57331.089-g 1330426 57331.089 489907 15.328 0.259 g +1.168e-03 0.000e+0 +2.125e+02 15 1 212.488891602 323.184387207 260.274932861 0.0
ROW: 1330426-57331.092-r 1330426 57331.092 489908 15.332 0.259 r -1.282e-03 0.000e+0 +3.232e+02 15 1 212.488891602 323.184387207 260.274932861 0.0
ROW: 1330426-57331.094-i 1330426 57331.094 489909 15.332 0.259 i +1.632e-03 0.000e+0 +2.603e+02 15 1 212.488891602 323.184387207 260.274932861 0.0
ROW: 1330426-57339.281-g 1330426 57339.281 492510 23.520 0.259 g -2.044e-03 2.957e-02 +1.012e+02 15 1 101.168617249 225.228149414 208.662582397 0.0
ROW: 1330426-57339.284-r 1330426 57339.284 492511 23.523 0.259 r -2.072e-03 0.000e+0 +2.252e+02 15 1 101.168617249 225.228149414 208.662582397 0.0
ROW: 1330426-57339.286-i 1330426 57339.286 492512 23.523 0.259 i -1.374e-03 0.000e+0 +2.087e+02 15 1 101.168617249 225.228149414 208.662582397 0.0
ROW: 1330426-57345.328-g 1330426 57345.328 494728 29.566 0.259 g +2.960e-03 5.866e-02 +5.895e+01 15 1 58.9468078613 173.300231934 198.148620605 0.0
ROW: 1330426-57345.331-r 1330426 57345.331 494729 29.570 0.259 r +9.527e-04 0.000e+0 +1.733e+02 15 1 58.9468078613 173.300231934 198.148620605 0.0
ROW: 1330426-57345.333-i 1330426 57345.333 494730 29.570 0.259 i +1.953e-03 0.000e+0 +1.981e+02 15 1 58.9468078613 173.300231934 198.148620605 0.0
ROW: 1330426-57349.299-g 1330426 57349.299 496176 33.539 0.259 g +3.639e-03 8.225e-02 +4.480e+01 15 1 44.8028678894 150.118499756 194.901947021 0.0
ROW: 1330426-57349.301-r 1330426 57349.301 496177 33.539 0.259 r +1.060e-03 0.000e+0 +1.501e+02 15 1 44.8028678894 150.118499756 194.901947021 0.0
ROW: 1330426-57349.303-i 1330426 57349.303 496178 33.543 0.259 i +1.214e-03 0.000e+0 +1.949e+02 15 1 44.8028678894 150.118499756 194.901947021 0.0
ROW: 1330426-57356.168-g 1330426 57356.168 497760 40.406 0.259 g -5.379e-03 2.169e-01 +2.849e+01 15 1 28.4949398041 109.920478821 158.470947266 0.0
ROW: 1330426-57356.170-r 1330426 57356.170 497761 40.410 0.259 r +5.857e-04 0.000e+0 +1.099e+02 15 1 28.4949398041 109.920478821 158.470947266 0.0
ROW: 1330426-57356.172-i 1330426 57356.172 497762 40.410 0.259 i +3.285e-03 0.000e+0 +1.585e+02 15 1 28.4949398041 109.920478821 158.470947266 0.0
ROW: 1330426-57365.245-g 1330426 57365.245 500524 49.484 0.259 g -8.984e-05 1.132e-01 +2.293e+01 15 1 22.9348011017 73.8416519165 107.658348083 0.0
ROW: 1330426-57365.247-r 1330426 57365.247 500525 49.484 0.259 r +2.945e-05 0.000e+0 +7.384e+01 15 1 22.9348011017 73.8416519165 107.658348083 0.0
ROW: 1330426-57365.249-i 1330426 57365.249 500526 49.488 0.259 i -2.577e-04 0.000e+0 +1.077e+02 15 1 22.9348011017 73.8416519165 107.658348083 0.0
ROW: 1330426-57372.223-g 1330426 57372.223 502367 56.461 0.259 g +1.988e-03 8.362e-02 +2.126e+01 15 1 21.2562847137 61.076423645 82.9425125122 0.0
ROW: 1330426-57372.226-r 1330426 57372.226 502368 56.465 0.259 r +1.446e-03 0.000e+0 +6.108e+01 15 1 21.2562847137 61.076423645 82.9425125122 0.0
ROW: 1330426-57372.228-i 1330426 57372.228 502369 56.465 0.259 i +1.662e-04 0.000e+0 +8.294e+01 15 1 21.2562847137 61.076423645 82.9425125122 0.0
ROW: 1330426-57376.059-i 1330426 57376.059 504017 60.297 0.259 i +3.533e-04 0.000e+0 +7.457e+01 15 0 21.2562847137 61.076423645 74.5736923218 0.0
ROW: 1332413-57303.135-z 1332413 57303.135 482775 -22.309 0.609 z -4.307e-04 0.000e+0 +1.355e+01 12 0 6.75531673431 20.2846813202 20.0664024353 13.552687645
ROW: 1332413-57304.192-g 1332413 57304.192 483152 -21.254 0.609 g +6.633e-03 1.509e-01 +6.755e+00 12 1 6.75531673431 20.2846813202 20.0664024353 17.0666999817
ROW: 1332413-57304.194-r 1332413 57304.194 483153 -21.250 0.609 r +8.787e-04 0.000e+0 +2.028e+01 12 1 6.75531673431 20.2846813202 20.0664024353 17.0666999817
ROW: 1332413-57304.196-i 1332413 57304.196 483154 -21.250 0.609 i -8.860e-04 0.000e+0 +2.007e+01 12 1 6.75531673431 20.2846813202 20.0664024353 17.0666999817
ROW: 1332413-57304.199-z 1332413 57304.199 483155 -21.246 0.609 z -4.518e-04 0.000e+0 +1.707e+01 12 1 6.75531673431 20.2846813202 20.0664024353 17.0666999817
ROW: 1332413-57311.280-g 1332413 57311.280 484579 -14.164 0.609 g +7.133e-03 1.142e-01 +1.997e+01 12 1 19.9653911591 54.3382911682 50.4107666016 41.9809074402
ROW: 1332413-57311.282-r 1332413 57311.282 484580 -14.164 0.609 r +2.848e-04 0.000e+0 +5.434e+01 12 1 19.9653911591 54.3382911682 50.4107666016 41.9809074402
ROW: 1332413-57311.284-i 1332413 57311.284 484581 -14.160 0.609 i -1.703e-03 0.000e+0 +5.041e+01 12 1 19.9653911591 54.3382911682 50.4107666016 41.9809074402
ROW: 1332413-57311.287-z 1332413 57311.287 484582 -14.160 0.609 z +1.538e-04 0.000e+0 +4.198e+01 12 1 19.9653911591 54.3382911682 50.4107666016 41.9809074402
ROW: 1332413-57315.192-g 1332413 57315.192 485826 -10.254 0.609 g -2.044e-07 0.000e+0 +2.902e+01 12 0 29.0173511505 71.0869369507 65.6804580688 55.585849762
ROW: 1332413-57315.194-r 1332413 57315.194 485827 -10.250 0.609 r -9.099e-05 0.000e+0 +7.109e+01 12 1 29.0173511505 71.0869369507 65.6804580688 55.585849762
ROW: 1332413-57315.196-i 1332413 57315.196 485828 -10.250 0.609 i -2.109e-03 0.000e+0 +6.568e+01 12 1 29.0173511505 71.0869369507 65.6804580688 55.585849762
ROW: 1332413-57315.199-z 1332413 57315.199 485829 -10.246 0.609 z +2.940e-05 0.000e+0 +5.559e+01 12 1 29.0173511505 71.0869369507 65.6804580688 55.585849762
ROW: 1332413-57319.263-g 1332413 57319.263 487198 -6.184 0.609 g +0.000e+00 0.000e+0 +3.279e+01 12 0 32.7916908264 81.1777496338 75.1776504517 65.0823059082
ROW: 1332413-57319.265-r 1332413 57319.265 487199 -6.180 0.609 r +2.590e-04 0.000e+0 +8.118e+01 12 1 32.7916908264 81.1777496338 75.1776504517 65.0823059082
ROW: 1332413-57319.267-i 1332413 57319.267 487200 -6.180 0.609 i -2.640e-03 0.000e+0 +7.518e+01 12 1 32.7916908264 81.1777496338 75.1776504517 65.0823059082
ROW: 1332413-57319.269-z 1332413 57319.269 487201 -6.176 0.609 z -3.096e-04 0.000e+0 +6.508e+01 12 1 32.7916908264 81.1777496338 75.1776504517 65.0823059082
ROW: 1332413-57327.063-g 1332413 57327.063 488779 1.617 0.609 g +1.494e-02 0.000e+0 +2.441e+01 12 1 24.4053497314 80.0311660767 79.1041793823 70.730430603
ROW: 1332413-57327.065-r 1332413 57327.065 488780 1.621 0.609 r +8.631e-04 0.000e+0 +8.003e+01 12 1 24.4053497314 80.0311660767 79.1041793823 70.730430603
ROW: 1332413-57327.067-i 1332413 57327.067 488781 1.621 0.609 i -2.988e-03 0.000e+0 +7.910e+01 12 1 24.4053497314 80.0311660767 79.1041793823 70.730430603
ROW: 1332413-57327.070-z 1332413 57327.070 488782 1.625 0.609 z -1.628e-03 0.000e+0 +7.073e+01 12 1 24.4053497314 80.0311660767 79.1041793823 70.730430603
ROW: 1332413-57331.054-g 1332413 57331.054 489890 5.609 0.609 g +1.417e-02 0.000e+0 +1.893e+01 12 1 18.9288768768 73.3991088867 76.0151290894 69.7001571655
ROW: 1332413-57331.056-r 1332413 57331.056 489891 5.609 0.609 r +2.606e-04 0.000e+0 +7.340e+01 12 1 18.9288768768 73.3991088867 76.0151290894 69.7001571655
ROW: 1332413-57331.058-i 1332413 57331.058 489892 5.613 0.609 i -3.290e-04 0.000e+0 +7.602e+01 12 1 18.9288768768 73.3991088867 76.0151290894 69.7001571655
ROW: 1332413-57331.061-z 1332413 57331.061 489893 5.617 0.609 z +2.913e-03 0.000e+0 +6.970e+01 12 1 18.9288768768 73.3991088867 76.0151290894 69.7001571655
ROW: 1332413-57339.148-g 1332413 57339.148 492468 13.703 0.609 g +4.868e-03 4.530e-03 +9.893e+00 12 1 9.89344406128 55.2399406433 63.2930450439 60.2906837463
ROW: 1332413-57339.151-r 1332413 57339.151 492469 13.707 0.609 r +5.940e-04 0.000e+0 +5.524e+01 12 1 9.89344406128 55.2399406433 63.2930450439 60.2906837463
ROW: 1332413-57339.153-i 1332413 57339.153 492470 13.707 0.609 i +4.225e-03 0.000e+0 +6.329e+01 12 1 9.89344406128 55.2399406433 63.2930450439 60.2906837463
ROW: 1332413-57339.156-z 1332413 57339.156 492471 13.711 0.609 z +2.819e-03 0.000e+0 +6.029e+01 12 1 9.89344406128 55.2399406433 63.2930450439 60.2906837463
ROW: 1332413-57345.064-g 1332413 57345.064 494625 19.617 0.609 g +0.000e+00 3.498e-03 +7.173e+00 12 0 7.17295980453 40.1339569092 51.4531517029 49.908908844
ROW: 1332413-57345.068-r 1332413 57345.068 494627 19.621 0.609 r +1.235e-03 0.000e+0 +4.013e+01 12 1 7.17295980453 40.1339569092 51.4531517029 49.908908844
ROW: 1332413-57345.070-i 1332413 57345.070 494628 19.625 0.609 i +0.000e+00 0.000e+0 +5.145e+01 12 1 7.17295980453 40.1339569092 51.4531517029 49.908908844
ROW: 1332413-57345.074-z 1332413 57345.074 494630 19.629 0.609 z +1.437e-03 0.000e+0 +4.991e+01 12 1 7.17295980453 40.1339569092 51.4531517029 49.908908844
ROW: 1332413-57346.024-g 1332413 57346.024 494902 20.578 0.609 g +4.633e-03 1.244e-04 +7.304e+00 12 1 7.30355215073 37.55078125 49.3640975952 48.1072998047
ROW: 1332413-57346.027-r 1332413 57346.027 494903 20.582 0.609 r +1.428e-03 0.000e+0 +3.755e+01 12 1 7.30355215073 37.55078125 49.3640975952 48.1072998047
ROW: 1332413-57346.029-i 1332413 57346.029 494904 20.582 0.609 i +8.053e-03 0.000e+0 +4.936e+01 12 1 7.30355215073 37.55078125 49.3640975952 48.1072998047
ROW: 1332413-57346.032-z 1332413 57346.032 494905 20.586 0.609 z +1.868e-03 0.000e+0 +4.811e+01 12 1 7.30355215073 37.55078125 49.3640975952 48.1072998047
ROW: 1332413-57356.096-g 1332413 57356.096 497734 30.652 0.609 g +0.000e+00 5.940e-01 +1.058e+00 12 1 1.05777776241 18.6546421051 32.0108795166 38.3792533875
ROW: 1332413-57356.098-r 1332413 57356.098 497735 30.652 0.609 r +6.427e-04 6.216e-04 +1.865e+01 12 1 1.05777776241 18.6546421051 32.0108795166 38.3792533875
ROW: 1332413-57356.100-i 1332413 57356.100 497736 30.656 0.609 i +8.511e-03 0.000e+0 +3.201e+01 12 1 1.05777776241 18.6546421051 32.0108795166 38.3792533875
ROW: 1332413-57356.103-z 1332413 57356.103 497737 30.656 0.609 z -9.411e-04 0.000e+0 +3.838e+01 12 1 1.05777776241 18.6546421051 32.0108795166 38.3792533875
ROW: 1332413-57366.054-g 1332413 57366.054 500766 40.609 0.609 g +1.536e-03 5.847e-01 +1.607e+00 12 1 1.60653924942 10.1950311661 19.5600509644 33.3610305786
ROW: 1332413-57366.056-r 1332413 57366.056 500767 40.609 0.609 r +4.955e-04 0.000e+0 +1.020e+01 12 1 1.60653924942 10.1950311661 19.5600509644 33.3610305786
ROW: 1332413-57366.058-i 1332413 57366.058 500768 40.613 0.609 i +1.193e-02 0.000e+0 +1.956e+01 12 1 1.60653924942 10.1950311661 19.5600509644 33.3610305786
ROW: 1332413-57366.061-z 1332413 57366.061 500769 40.617 0.609 z -8.437e-04 0.000e+0 +3.336e+01 12 1 1.60653924942 10.1950311661 19.5600509644 33.3610305786
ROW: 1332413-57373.051-g 1332413 57373.051 502634 47.605 0.609 g +0.000e+00 1.178e+00 +5.277e-01 12 1 0.527683317661 7.3349275589 14.9771709442 28.4604587555
ROW: 1332413-57373.053-r 1332413 57373.053 502635 47.609 0.609 r -5.123e-07 0.000e+0 +7.335e+00 12 1 0.527683317661 7.3349275589 14.9771709442 28.4604587555
ROW: 1332413-57373.055-i 1332413 57373.055 502636 47.609 0.609 i +1.102e-02 0.000e+0 +1.498e+01 12 1 0.527683317661 7.3349275589 14.9771709442 28.4604587555
ROW: 1332413-57373.058-z 1332413 57373.058 502637 47.613 0.609 z -1.481e-03 0.000e+0 +2.846e+01 12 1 0.527683317661 7.3349275589 14.9771709442 28.4604587555
ROW: 1332413-57385.107-g 1332413 57385.107 506652 59.660 0.609 g +0.000e+00 9.334e-01 +0.000e+00 12 1 0.0 5.05996751785 9.52031803131 19.1427555084
ROW: 1332413-57385.109-r 1332413 57385.109 506653 59.664 0.609 r +1.431e-04 2.292e-02 +5.060e+00 12 1 0.0 5.05996751785 9.52031803131 19.1427555084
ROW: 1332413-57385.111-i 1332413 57385.111 506654 59.664 0.609 i +9.297e-03 0.000e+0 +9.520e+00 12 1 0.0 5.05996751785 9.52031803131 19.1427555084
ROW: 1332413-57385.114-z 1332413 57385.114 506655 59.668 0.609 z -1.228e-03 0.000e+0 +1.914e+01 12 1 0.0 5.05996751785 9.52031803131 19.1427555084
ROW: 1332413-57389.072-g 1332413 57389.072 507735 63.625 0.609 g +0.000e+00 1.252e+00 +0.000e+00 12 1 0.0 4.78412532806 8.55392932892 16.7958393097
ROW: 1332413-57389.074-r 1332413 57389.074 507736 63.629 0.609 r +3.868e-04 5.476e-02 +4.784e+00 12 1 0.0 4.78412532806 8.55392932892 16.7958393097
ROW: 1332413-57389.076-i 1332413 57389.076 507737 63.629 0.609 i +0.000e+00 0.000e+0 +8.554e+00 12 1 0.0 4.78412532806 8.55392932892 16.7958393097
ROW: 1332413-57389.079-z 1332413 57389.079 507738 63.633 0.609 z +0.000e+00 0.000e+0 +1.680e+01 12 1 0.0 4.78412532806 8.55392932892 16.7958393097
ROW: 1332413-57396.059-g 1332413 57396.059 509354 70.613 0.609 g +0.000e+00 1.446e+00 +0.000e+00 12 1 0.0 4.26217985153 7.58361625671 14.0012722015
ROW: 1332413-57396.061-r 1332413 57396.061 509355 70.617 0.609 r +7.391e-05 1.072e-01 +4.262e+00 12 1 0.0 4.26217985153 7.58361625671 14.0012722015
ROW: 1332413-57396.063-i 1332413 57396.063 509356 70.617 0.609 i +0.000e+00 0.000e+0 +7.584e+00 12 1 0.0 4.26217985153 7.58361625671 14.0012722015
ROW: 1332413-57396.066-z 1332413 57396.066 509357 70.621 0.609 z -3.678e-03 0.000e+0 +1.400e+01 12 1 0.0 4.26217985153 7.58361625671 14.0012722015
ROW: 1332413-57297.150-i 1332413 57297.150 480992 -28.297 0.609 i +0.000e+00 0.000e+0 +1.589e+00 12 0 1.16911995411 1.99175727367 1.5894831419 1.62460505962
ROW: 1332413-57297.153-z 1332413 57297.153 480993 -28.293 0.609 z +0.000e+00 0.000e+0 +1.625e+00 12 0 1.16911995411 1.99175727367 1.5894831419 1.62460505962
ROW: 1332413-57298.331-g 1332413 57298.331 481224 -27.113 0.609 g -2.968e-03 2.500e-01 +1.169e+00 12 1 1.16911995411 1.99175727367 2.78834366798 2.82718253136
ROW: 1332413-57298.334-r 1332413 57298.334 481225 -27.109 0.609 r +0.000e+00 2.007e-01 +1.992e+00 12 1 1.16911995411 1.99175727367 2.78834366798 2.82718253136
ROW: 1332413-57298.336-i 1332413 57298.336 481226 -27.109 0.609 i -1.143e-03 0.000e+0 +2.788e+00 12 1 1.16911995411 1.99175727367 2.78834366798 2.82718253136
ROW: 1332413-57298.339-z 1332413 57298.339 481227 -27.105 0.609 z +0.000e+00 0.000e+0 +2.827e+00 12 1 1.16911995411 1.99175727367 2.78834366798 2.82718253136
ROW: 1332413-57299.139-g 1332413 57299.139 481466 -26.305 0.609 g +0.000e+00 2.416e-01 +1.591e+00 12 1 1.59085631371 2.79961037636 3.83422780037 3.85234689713
ROW: 1332413-57299.142-r 1332413 57299.142 481467 -26.305 0.609 r +5.957e-03 1.779e-01 +2.800e+00 12 1 1.59085631371 2.79961037636 3.83422780037 3.85234689713
ROW: 1332413-57299.144-i 1332413 57299.144 481468 -26.301 0.609 i +0.000e+00 0.000e+0 +3.834e+00 12 1 1.59085631371 2.79961037636 3.83422780037 3.85234689713
ROW: 1332413-57299.146-z 1332413 57299.146 481469 -26.301 0.609 z -6.940e-04 0.000e+0 +3.852e+00 12 1 1.59085631371 2.79961037636 3.83422780037 3.85234689713
ROW: 1332413-57403.059-g 1332413 57403.059 511726 77.613 0.609 g +4.113e-03 5.960e-01 +6.959e-01 12 1 0.695910215378 3.69496488571 7.26177072525 12.5620346069
ROW: 1332413-57403.062-r 1332413 57403.062 511727 77.617 0.609 r -1.147e-04 5.955e-02 +3.695e+00 12 1 0.695910215378 3.69496488571 7.26177072525 12.5620346069
ROW: 1332413-57403.064-i 1332413 57403.064 511728 77.617 0.609 i +9.613e-03 0.000e+0 +7.262e+00 12 1 0.695910215378 3.69496488571 7.26177072525 12.5620346069
ROW: 1332413-57403.066-z 1332413 57403.066 511729 77.621 0.609 z -7.223e-04 0.000e+0 +1.256e+01 12 1 0.695910215378 3.69496488571 7.26177072525 12.5620346069
ROW: 1334302-57311.007-g 1334302 57311.007 484467 -19.906 0.455 g +0.000e+00 4.829e-01 +3.201e-01 46 1 0.320116579533 30.1558094025 10.3752307892 9.51207351685
ROW: 1334302-57311.011-i 1334302 57311.011 484469 -19.902 0.455 i -1.471e-03 0.000e+0 +1.038e+01 46 1 0.320116579533 30.1558094025 10.3752307892 9.51207351685
ROW: 1334302-57311.014-z 1334302 57311.014 484470 -19.898 0.455 z -2.069e-03 0.000e+0 +9.512e+00 46 1 0.320116579533 30.1558094025 10.3752307892 9.51207351685
ROW: 1334302-57315.150-g 1334302 57315.150 485808 -15.766 0.455 g -1.936e-08 5.888e-02 +8.973e+00 46 0 8.97295951843 30.1558094025 29.6589832306 27.9342918396
ROW: 1334302-57315.152-r 1334302 57315.152 485809 -15.762 0.455 r -1.936e-08 0.000e+0 +3.016e+01 46 0 8.97295951843 30.1558094025 29.6589832306 27.9342918396
ROW: 1334302-57315.154-i 1334302 57315.154 485810 -15.762 0.455 i -1.889e-03 0.000e+0 +2.966e+01 46 1 8.97295951843 30.1558094025 29.6589832306 27.9342918396
ROW: 1334302-57315.158-z 1334302 57315.158 485811 -15.758 0.455 z -7.481e-04 0.000e+0 +2.793e+01 46 1 8.97295951843 30.1558094025 29.6589832306 27.9342918396
ROW: 1334302-57316.006-g 1334302 57316.006 486072 -14.906 0.455 g -1.936e-08 2.895e-02 +1.186e+01 46 0 11.8570823669 35.9988594055 34.6104011536 32.652885437
